IncidentFromDate,IncidentFromTime,IncidentToDate,IncidentToTime,Offense Description,CaseDisposition,LocationCode,PatrolZone,LocationLandmark,LocationStreet,LocationLatitude,LocationLongitude,CreatedSource,Column19
09/03/2021,23:24:08,9/3/2021,23:52:00,Liquor Law Violations,Prosecution Declined,NONCAM,Z1,Phi Gamma Delta Fraternity,Fowler Street NW,,,1,
09/05/2021,22:51:05,9/5/2021,23:15:00,,,ONCAMRES,Z2,Towers Residence Hall,Bobby Dodd Way,33.77343233,-84.39100012,1,
09/07/2021,9:00:00,9/7/2021,19:22:00,Theft From Building,Not Applicable,ONCAM,Z3,Delta Tau Delta Fraternity,Fourth Street  NW,33.77599351,-84.39481577,1,
09/12/2021,9:46:54,9/12/2021,9:53:00,,Not Applicable,ONCAM,Z4,Stamps Field,Ferst Drive NW,,,1,
09/13/2021,8:47:00,9/13/2021,14:10:00,,,NONCLERY,Z3,Sigma Alpha Epsilon Fraternity,Fourth Street NW,,,1,
09/13/2021,18:22:33,9/13/2021,18:22:00,,Not Applicable,ONCAM,Z3,Klaus Advanced Computing Building   153   Z3,Ferst Drive NW,33.77716232,-84.39618136,1,
09/14/2021,12:00:00,9/14/2021,12:30:00,All Other Larceny,Not Applicable,ONCAM,Z2,Klaus Building,Ferst Drive,,,1,
09/19/2021,16:50:00,9/19/2021,18:13:00,Motor Vehicle Theft,Not Applicable,ONCAM,Z1,Griffin Track,Fowler Street NW,,,1,
09/20/2021,14:00:00,9/20/2021,16:30:00,,Not Applicable,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street NW,33.77910743,-84.40662487,1,
09/21/2021,8:57:25,9/21/2021,11:30:00,,,ONCAM,Z2,,Centennial Lane,,,1,
09/12/2021,16:44:19,9/22/2021,17:14:00,,Not Applicable,ONCAM,Z2,,North Avenue NW,,,1,
09/22/2021,21:43:49,9/22/2021,22:11:00,,Not Applicable,ONCAM,Z4,Campus Recreation Center,Ferst Drive,33.77546401,-84.40349901,1,
09/24/2021,17:48:46,9/24/2021,17:48:00,,,ONCAM,Z2,Chandler Stadium   168   Z1,Ferst Drive NW,33.77761508,-84.3948266,1,
06/28/2021,16:12:43,6/28/2021,16:38:00,,Not Applicable,ONCAM,Z1,Family Apartments   180   Z1,Tenth Street NW,,,1,
07/12/2021,4:00:00,7/12/2021,4:07:00,Motor Vehicle Theft,Not Applicable,NONCAM,Z2,Kappa Alpha Fraternity,Techwood Drive NW,,,1,
07/17/2021,4:19:29,7/17/2021,6:50:00,,Not Applicable,PUB,Z2,,Techwood Drive @ Fourth Street NW,,,1,
07/17/2021,4:19:29,7/17/2021,6:50:00,,Not Applicable,PUB,Z2,,Techwood Drive @ Fourth Street NW,,,1,
07/17/2021,4:19:29,7/17/2021,6:50:00,Drug/Narcotic Violations,Not Applicable,PUB,Z2,,Techwood Drive @ Fourth Street NW,,,1,
07/17/2021,4:19:29,7/17/2021,6:50:00,Driving Under the Influence,Not Applicable,PUB,Z2,,Techwood Drive @ Fourth Street NW,,,1,
07/17/2021,22:15:00,7/17/2021,22:22:00,,Not Applicable,NONCLERY,OFFCAM,,PYLANT ST,,,1,
07/21/2021,12:50:00,7/21/2021,14:09:00,,Not Applicable,NONCAM,Z2,Biltmore Hotel,W Peachtree St NW,,,2,
08/06/2021,5:09:00,8/6/2021,5:10:00,,Not Applicable,ONCAM,Z2,Cloudman Residence Hall,Techwood Drive  NW,33.781162,-84.403603,1,
05/27/2021,12:00:00,5/27/2021,13:00:00,,Prosecution Declined,ONCAM,Z1,Paper Tricentennial Building   129   Z4,Tenth Street NW,33.78097791,-84.40454543,1,
08/12/2021,17:35:00,8/12/2021,17:35:00,,Not Applicable,ONCAM,Z4,Business Services Building,Marietta Street NW,33.773014,-84.401983,1,
08/04/2021,17:00:00,8/17/2021,11:00:00,,Not Applicable,ONCAM,Z1,Georgia Tech Police Department,Hemphill Avenue NW,33.781162,-84.403603,1,
08/19/2021,22:00:00,8/19/2021,22:30:00,,,ONCAM,Z1,,Ferst Drive  NW at Hemphill Avenue  NW,,,1,
08/20/2021,22:02:32,8/21/2021,1:50:00,Trespass of Real Property,Not Applicable,PUB,Z1,Atlantic and Ferst Drive,,,,1,
08/26/2021,23:09:23,8/26/2021,23:58:00,,Not Applicable,NONCLERY,OFFCAM,Theory West Midtown,Marietta Street,,,1,
08/27/2021,12:31:22,8/27/2021,14:31:00,,,ONCAM,Z2,Library East Tower (Crosland)   100   Z2,Fourth Street NW,33.77447174,-84.39492617,1,
08/29/2021,14:47:57,8/29/2021,19:00:00,,Not Applicable,NONCAM,,,State Street  NW,,,1,
08/29/2021,23:00:00,8/29/2021,23:09:00,,Not Applicable,PUB,Z4,Freeman Residence Hall,McMillan Street NW,33.77755033,-84.40392021,1,
08/31/2021,16:10:40,8/31/2021,18:40:00,,Not Applicable,NONCAM,,Square on Fifth Apartments (SQ5),Spring Street NW,33.778274,-84.389338,1,
08/31/2021,22:26:12,8/31/2021,22:26:00,,Not Applicable,PUB,Z2,Fourth Street NW @ Fowler Street NW,,33.78012873,-84.40513865,1,
09/01/2021,13:30:00,9/2/2021,7:15:00,,,ONCAM,Z2,,,33.781162,-84.403603,1,
09/03/2021,13:24:53,9/3/2021,19:00:00,,,ONCAM,Z2,,Techwood Drive @ Bobby Dodd Way NW,,,1,
09/04/2021,2:06:54,9/4/2021,2:24:00,,Not Applicable,ONCAM,Z2,Clough Undergraduate Learning Commons,Fourth Street NW,33.7746818,-84.39637939,1,
09/04/2021,22:41:11,9/4/2021,2:34:00,,Not Applicable,ONCAM,Z2,Molecular Science & Engineering Building   167   Z1,Atlantic Drive NW,,,1,
09/07/2021,0:34:38,,,,,,,Chandler Stadium   168   Z1,Ferst Drive NW,33.77761508,-84.3948266,1,
09/08/2021,17:42:01,9/8/2021,18:25:00,,Not Applicable,ONCAMRES,Z1,Family Apartments   180   Z1,Tenth Street NW,33.781993,-84.395526,1,
09/10/2021,18:01:07,9/10/2021,18:01:00,,Not Applicable,ONCAM,Z4,Campus Recreation Center   160   Z4,Ferst Drive NW,33.77546401,-84.40349901,1,
09/08/2021,23:30:00,9/8/2021,23:55:00,Theft From Motor Vehicle,Not Applicable,ONCAM,Z4,,Marietta Street NW,,,1,
09/08/2021,23:30:00,9/8/2021,23:55:00,,Not Applicable,ONCAM,Z4,,Marietta Street NW,,,1,
09/13/2021,22:38:35,9/13/2021,23:29:00,,Not Applicable,ONCAM,Z1,North Campus Parking Deck,Peachtree Place NW,,,1,
09/14/2021,18:00:00,9/14/2021,22:40:00,,Not Applicable,ONCAMRES,Z4,Freeman Residence Hall,McMillan Street,33.77755033,-84.40392021,1,
09/16/2021,17:36:08,9/16/2021,18:10:00,,Not Applicable,PUB,Z2,,Spring Street at Third Street NW,,,1,
09/19/2021,3:14:07,9/19/2021,4:06:00,Liquor Law Violations,Prosecution Declined,ONCAM,Z3,College of Computing   50   Z3,Atlantic Drive NW,33.77740909,-84.39729157,1,
09/19/2021,3:14:07,9/19/2021,4:06:00,,Prosecution Declined,ONCAM,Z3,College of Computing   50   Z3,Atlantic Drive NW,33.77740909,-84.39729157,1,
09/21/2021,10:00:00,9/21/2021,15:30:00,Theft of Motor Vehicle Parts or Accessories,Not Applicable,ONCAM,Z1,Dalney Street Parking Deck,Dalney Street NW,33.779742,-84.399748,1,
09/21/2021,19:22:00,9/21/2021,19:37:00,,Not Applicable,ONCAM,Z3,Clydeck,Ferst Drive NW,33.77435044,-84.39955247,1,
09/24/2021,5:30:00,9/24/2021,,,Not Applicable,NONCAM,OFFCAM,The Standard,Spring Street,,,1,
10/01/2021,14:30:00,10/1/2021,17:07:00,,Prosecution Declined,ONCAM,Z2,NAA North,North Avenue NW,,,1,
10/01/2021,14:30:00,10/1/2021,17:07:00,Disorderly Conduct,Prosecution Declined,ONCAM,Z2,NAA North,North Avenue NW,,,1,
10/01/2021,16:17:55,,,,,,,Curran Street Parking Deck   139   Z4,Curran Street NW,33.779187,-84.405328,1,
10/01/2021,21:06:58,10/1/2021,21:25:00,Trespass of Real Property,,ONCAM,Z2,Skiles Classroom Building,Cherry Street  NW,33.7736039,-84.39624483,1,
07/24/2021,22:45:20,7/24/2021,23:15:00,,,ONCAM,Z1,,Fowler Street NW @ Sixth Street NW,,,1,
07/28/2021,15:01:06,7/28/2021,,,Not Applicable,NONCAM,Z1,,Tenth Street @ Fowler Street NW,,,1,
08/06/2021,11:30:00,8/6/2021,15:21:00,,Not Applicable,ONCAM,Z1,Nanotechnology Building  181  Z1,Ferst Drive NW,33.77884514,-84.39847658,1,
07/12/2021,9:00:00,8/7/2021,11:51:00,All Other Offenses,Not Applicable,ONCAM,Z1,Georgia Tech Police Department   211   Z1,Hemphill Avenue NW,33.781162,-84.403603,1,
08/07/2021,10:33:42,8/7/2021,11:00:00,,Not Applicable,NONCAM,OFFCAM,Atlanta Hartsfield Aiport,North terminal parkway,33.77628053,-84.38801865,1,
08/11/2021,15:21:09,8/11/2021,15:45:00,,Not Applicable,ONCAMRES,Z2,Cloudman Residence Hall,Techwood Drive NW,33.77279729,-84.39162219,1,
08/10/2021,16:00:00,8/11/2021,17:30:00,,Not Applicable,ONCAM,Z2,Phi Kappa Theta Fraternity  318  Z3,Fowler Street,33.77667411,-84.39393936,1,
08/18/2021,17:44:38,8/18/2021,18:30:00,,Not Applicable,ONCAM,Z4,,Tech Parkway @ Regents Drive NW,,,1,
08/19/2021,2:00:00,8/19/2021,9:45:00,,Not Applicable,NONCAM,Z2,Inspire Apartments,Centennial Olympic Park Dr.,,,1,
08/21/2021,13:40:00,8/21/2021,13:41:00,,,ONCAMRES,Z4,Nelson and Shell Undergraduate Living Center,Turner Place NW,33.77817418,-84.40548218,1,
08/21/2021,17:40:12,8/21/2021,17:40:00,,,ONCAM,Z1,Zelnak Basketball Practice Facility,Eighth Street NW,,,1,
08/18/2021,21:33:00,8/18/2021,21:35:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAM,Z2,Perry Matheson Residence Hall,Techwood Drive NW,,,1,
08/23/2021,15:20:40,8/23/2021,16:50:00,,In Custody of Other Jurisdiction,NONCAM,Z2,,Fifth Street @ Williams  Street NW,,,1,
09/09/2021,19:17:09,9/9/2021,19:46:00,,Not Applicable,PUB,Z2,,,,,1,
09/10/2021,16:47:30,9/10/2021,18:47:00,,Not Applicable,PUB,Z2,,,,,1,
09/11/2021,0:30:00,9/11/2021,0:40:00,,,ONCAM,Z1,,Fowler Street @ Sixth Street NW,,,1,
09/11/2021,0:30:00,9/11/2021,0:40:00,Disorderly Conduct,,ONCAM,Z1,,Fowler Street @ Sixth Street NW,,,1,
09/12/2021,1:07:08,9/12/2021,1:54:00,Simple Assault,Prosecution Declined,NONCLERY,Z1,,Sixteenth Street  NW,,,1,
09/12/2021,1:07:08,9/12/2021,1:54:00,Liquor Law Violations,Prosecution Declined,NONCLERY,Z1,,Sixteenth Street  NW,,,1,
09/12/2021,1:07:08,9/12/2021,1:54:00,,Prosecution Declined,NONCLERY,Z1,,Sixteenth Street  NW,,,1,
09/12/2021,1:07:08,9/12/2021,1:54:00,,Prosecution Declined,NONCLERY,Z1,,Sixteenth Street  NW,,,1,
09/11/2021,14:15:00,9/13/2021,9:00:00,Theft From Building,Not Applicable,ONCAM,Z3,Student Center,Ferst Drive NW,,,1,
09/12/2021,21:00:00,9/14/2021,21:14:00,Theft From Motor Vehicle,Not Applicable,ONCAM,Z2,NAA North Parking Deck,North Avenue NW,33.77058,-84.39095,1,
09/17/2021,20:00:00,9/18/2021,9:00:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAM,Z3,Pi Kappa Phi,FERST DR NW,,,1,
09/21/2021,16:00:00,9/21/2021,19:30:00,,Not Applicable,ONCAM,Z2,,W Peachtree ST NW,,,2,
09/23/2021,19:24:44,9/23/2021,19:35:00,,Not Applicable,ONCAM,Z4,Campus Recreation Center,Ferst Drive NW,33.77546401,-84.40349901,1,
09/27/2021,9:05:00,9/27/2021,9:20:00,,Not Applicable,PUB,Z2,,Techwood Drive NW @ Fourth Street NW,,,1,
09/27/2021,20:00:00,9/28/2021,9:00:00,,Not Applicable,ONCAM,Z2,Academy of Medicine   198   Z2,West Peachtree Street  NW,33.77836802,-84.38668802,1,
08/01/2021,5:04:26,8/1/2021,5:39:00,,Prosecution Declined,ONCAM,Z2,NAA Turnaround,North Avenue NW,,,1,
08/01/2021,5:04:26,8/1/2021,5:39:00,Liquor Law Violations,Prosecution Declined,ONCAM,Z2,NAA Turnaround,North Avenue NW,,,1,
08/03/2021,17:20:00,8/3/2021,17:20:00,,Not Applicable,ONCAM,Z1,Georgia Tech Police Department   211   Z1,Hemphill Avenue NW,33.781162,-84.403603,1,
08/06/2021,10:32:00,8/6/2021,11:04:00,All Other Larceny,Prosecution Declined,ONCAM,Z4,Zbar Residence Hall (Sixth St. East Apts.)  65  Z4,Sixth Street NW,33.777707,-84.404826,1,
08/07/2021,19:03:00,8/7/2021,19:04:00,,Not Applicable,PUB,Z3,Ferst Drive NW @ State Street NW,,33.781162,-84.403603,1,
08/08/2021,1:46:01,8/8/2021,6:00:00,Driving Under the Influence,Not Applicable,PUB,Z4,,Northside Drive & Lambert Street NW,,,1,
08/08/2021,17:10:05,8/8/2021,17:10:00,,Not Applicable,ONCAM,Z1,Eco Commons,Hemphill Avenue NW,33.77413608,-84.39881802,1,
04/28/2021,17:00:00,4/28/2021,17:30:00,,,ONCAM,Z1,Kendeda Building,Ferst Drive  NW,33.781162,-84.403603,1,
08/26/2021,23:26:16,8/26/2021,23:45:00,,Not Applicable,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street NW,,,1,
08/28/2021,2:08:46,8/28/2021,3:16:00,Liquor Law Violations,Prosecution Declined,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,Eighth Street NW,33.78012873,-84.40513865,1,
08/28/2021,2:08:46,8/28/2021,3:16:00,,Prosecution Declined,ONCAMRES,Z4,Eighth Street Apartments   130   Z4,Eighth Street NW,33.78012873,-84.40513865,1,
08/28/2021,10:00:00,8/28/2021,10:09:00,,,ONCAM,Z2,Scheller College of Business,West Peachtree Street  NW,,,1,
08/29/2021,11:55:00,8/29/2021,11:57:00,,Not Applicable,ONCAM,Z2,Peters Parking Deck (specify level),Fowler Street NW,33.77497462,-84.3935274,1,
05/06/2021,23:13:38,5/7/2021,0:04:00,Driving Under the Influence,,PUB,Z1,,Tenth Street @ Fowler Street NW,,,1,
05/06/2021,23:13:38,5/7/2021,0:04:00,Liquor Law Violations,,PUB,Z1,,Tenth Street @ Fowler Street NW,,,1,
04/24/2021,21:00:00,5/7/2021,12:00:00,Destruction/Damage/Vandalism of Property,Not Applicable,ONCAM,Z2,NAA East  191  Z2,North Avenue NW,33.76952,-84.39097,1,
05/10/2021,10:29:09,5/10/2021,11:00:00,All Other Offenses,Not Applicable,PUB,Z2,,,,,1,
05/19/2021,23:17:52,5/19/2021,23:37:00,,Prosecution Declined,ONCAM,Z3,College of Design West,Fourth Street,33.77608578,-84.39608548,1,
05/19/2021,23:17:52,5/19/2021,23:37:00,Trespass of Real Property,Prosecution Declined,ONCAM,Z3,College of Design West,Fourth Street,33.77608578,-84.39608548,1,
06/01/2021,22:48:00,6/1/2021,2:15:00,,Not Applicable,PUB,Z4,Enterprise Resource Planning Building,Marietta Street  NW,33.771865,-84.393316,1,
06/01/2021,22:48:00,6/1/2021,2:15:00,Destruction/Damage/Vandalism of Property,Not Applicable,PUB,Z4,Enterprise Resource Planning Building,Marietta Street  NW,33.771865,-84.393316,1,
06/03/2021,14:44:37,6/3/2021,15:12:00,,,ONCAM,Z4,Stamps Field,Ferst Drive  NW,,,1,
06/04/2021,14:30:00,6/4/2021,15:00:00,,Not Applicable,NONCAM,Z4,,Tenth Street @ Northside Drive NW,,,1,
06/06/2021,13:06:41,6/6/2021,13:15:00,,Not Applicable,ONCAM,Z2,Wardlaw Center,North Avenue NW,33.77168558,-84.39281295,1,
06/18/2021,2:01:56,6/18/2021,2:25:00,Drug/Narcotic Violations,Not Applicable,PUB,Z2,Fifth Street @ Spring Street,,,,1,
06/18/2021,8:01:15,6/18/2021,8:05:00,,,ONCAM,Z4,Campus Recreation Center,Ferst Drive NW,,,1,
06/19/2021,11:50:00,6/19/2021,12:00:00,,,ONCAM,Z3,Boggs Building Lot (North),State Street  NW,33.777019,-84.399533,1,
09/22/2021,23:24:17,9/22/2021,23:50:00,False Pretenses/Swindle/Confidence Game,Not Applicable,ONCAMRES,Z2,NAA South,North Avenue NW,,,1,
09/23/2021,0:34:56,9/23/2021,1:10:00,,Not Applicable,ONCAM,Z3,Instructional Center,Ferst Drive  NW,,,1,
09/25/2021,12:52:14,9/28/2021,12:00:00,All Other Offenses,,NONCAM,Z1,Georgia Tech Police Department   211   Z1,Hemphill Avenue NW,33.781162,-84.403603,1,
10/02/2021,23:14:29,10/3/2021,1:30:00,,Not Applicable,ONCAM,Z1,Georgia Tech Police Department,Hemphill Avenue NW,33.781162,-84.403603,1,
10/07/2021,13:22:27,10/7/2021,13:25:00,,Not Applicable,ONCAMRES,Z2,East Campus Housing Office,Techwood Drive  NW,,,1,
10/14/2021,1:25:12,10/14/2021,3:03:00,,Not Applicable,PUB,Z4,,North Avenue NW & Strong Street NW,,,1,
10/17/2021,1:22:11,,,,,,,,TECHWOOD DR NW,,,1,
10/19/2021,17:59:03,10/19/2021,18:05:00,,Not Applicable,ONCAM,Z3,Van Leer Electrical Engineering Building,Atlantic Drive NW,33.77585591,-84.39717081,1,
10/19/2021,0:55:00,10/19/2021,2:30:00,Theft From Motor Vehicle,Not Applicable,ONCAM,Z2,Technology Square Parking Deck,Spring Street NW,,,1,
10/17/2021,22:00:00,10/21/2021,4:38:00,,Not Applicable,ONCAMRES,Z4,Woodruff Residence Hall   116   Z4,Curran Street NW,33.77910743,-84.40662487,1,
10/21/2021,22:04:17,10/21/2021,22:27:00,Liquor Law Violations,Prosecution Declined,ONCAM,Z4,Woodruff Residence Hall,Curran Street NW,33.77910743,-84.40662487,1,
10/21/2021,22:04:17,10/21/2021,22:27:00,,Prosecution Declined,ONCAM,Z4,Woodruff Residence Hall,Curran Street NW,33.77910743,-84.40662487,1,
10/22/2021,4:35:25,10/22/2021,5:00:00,,Prosecution Declined,NONCAM,Z2,Sigma Nu Fraternity,Fowler Street,33.77508113,-84.39432488,1,
07/22/2021,21:14:43,7/23/2021,23:50:00,,Not Applicable,PUB,Z2,,North Avenue  NW,,,1,
07/22/2021,21:14:43,7/23/2021,23:50:00,Stolen Property Offenses,Not Applicable,PUB,Z2,,North Avenue  NW,,,1,
07/29/2021,19:12:57,7/29/2021,20:00:00,,,ONCAM,Z1,,Ferst Drive & State Street,,,1,
07/29/2021,19:12:57,7/29/2021,20:00:00,,,ONCAM,Z1,,Ferst Drive & State Street,,,1,
08/18/2021,16:19:56,8/18/2021,16:41:00,Drug/Narcotic Violations,Not Applicable,ONCAM,Z2,Academy of Medicine   198   Z2,West Peachtree Street  NW,33.77836802,-84.38668802,1,
08/18/2021,16:19:56,8/18/2021,16:41:00,Drunkenness,Not Applicable,ONCAM,Z2,Academy of Medicine   198   Z2,West Peachtree Street  NW,33.77836802,-84.38668802,1,
08/18/2021,16:19:56,8/18/2021,16:41:00,Curfew/Loitering/Vagrancy Violations,Not Applicable,ONCAM,Z2,Academy of Medicine   198   Z2,West Peachtree Street  NW,33.77836802,-84.38668802,1,
08/18/2021,8:30:00,8/18/2021,18:30:00,,Not Applicable,ONCAM,Z1,McCamish Pavilion,Fowler Street NW,33.78067585,-84.39276636,1,
08/21/2021,0:11:38,8/21/2021,0:11:00,,Not Applicable,ONCAM,Z4,,TURNER PL NW,,,1,
08/21/2021,9:00:00,8/21/2021,13:50:00,,Not Applicable,ONCAM,Z2,Peters Parking Deck,Fowler Street NW,,,1,
08/26/2021,8:58:00,8/26/2021,9:22:00,,,ONCAM,Z1,Chandler Stadium,Ferst Drive  NW,,,1,
08/29/2021,15:30:00,8/29/2021,19:50:00,,,ONCAM,Z2,Library East Tower (Crosland),Fourth Street NW,,,1,
08/30/2021,8:06:00,8/30/2021,8:15:00,,Not Applicable,ONCAM,Z4,Campus Recreation Center,Ferst Drive NW,33.77546401,-84.40349901,1,
08/30/2021,16:55:00,8/30/2021,16:58:00,,,ONCAM,Z2,Peters Parking Deck,Fowler Street NW,,,1,
09/30/2021,1:44:41,9/30/2021,3:33:00,,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street,,,1,
09/30/2021,18:26:43,9/30/2021,19:22:00,,Not Applicable,ONCAM,Z2,Daniel Laboratory,Bobby Dodd Way NW,,,1,
10/08/2021,18:01:53,10/8/2021,19:00:00,,Not Applicable,ONCAM,Z1,Georgia Tech Police Department   211   Z1,Hemphill Avenue NW,33.781162,-84.403603,1,
10/11/2021,17:08:20,10/11/2021,17:08:00,,Not Applicable,NONCAM,OFFCAM,,Hampton Street NW,,,1,
10/12/2021,8:25:00,10/12/2021,8:31:00,,Not Applicable,ONCAM,Z4,Paper Tricentennial Building   129   Z4,Tenth Street NW,33.78097791,-84.40454543,1,
10/12/2021,23:19:02,10/12/2021,23:39:00,,,ONCAMRES,Z2,Cloudman Residence Hall,Techwood Drive NW,33.77279729,-84.39162219,1,
10/13/2021,13:30:00,10/13/2021,15:56:00,,Not Applicable,ONCAM,Z2,Bobby Dodd Stadium,North Avenue NW,,,1,
10/06/2021,15:33:00,10/13/2021,16:00:00,,,ONCAM,Z2,NAA Dining Hall   191   Z2,North Avenue NW,33.77101,-84.3913,1,
10/06/2021,15:33:00,10/13/2021,16:00:00,,,ONCAM,Z2,NAA Dining Hall   191   Z2,North Avenue NW,33.77101,-84.3913,1,
10/14/2021,17:10:40,10/14/2021,17:40:00,All Other Offenses,Not Applicable,ONCAM,Z4,,McMillan Street @ Eighth Street,,,1,
10/20/2021,17:21:00,10/20/2021,19:00:00,,Not Applicable,NONCAM,Z2,,North Avenue @ Williams Street NW,,,1,
10/20/2021,17:21:00,10/20/2021,19:00:00,,Not Applicable,NONCAM,Z2,,North Avenue @ Williams Street NW,,,1,
10/20/2021,17:21:00,10/20/2021,19:00:00,,Not Applicable,NONCAM,Z2,,North Avenue @ Williams Street NW,,,1,
10/20/2021,16:12:34,10/20/2021,19:48:00,,Not Applicable,ONCAM,Z1,Parker H. Petit Biotechnology Building (IBB),Ferst Drive NW,,,1,
08/26/2021,13:30:00,8/26/2021,15:08:00,,Not Applicable,ONCAMRES,Z2,Glenn Residence Hall,Bobby Dodd Way NW,33.77342207,-84.3916112,1,
08/27/2021,15:28:29,8/27/2021,17:04:00,,Not Applicable,NONCAM,Z2,Georgia Tech Hotel & Conference Center   171  Z2,Spring Street  NW,33.77634325,-84.38930792,1,
08/28/2021,1:17:33,8/28/2021,1:31:00,,Prosecution Declined,NONCAM,Z1,Theta Chi Fraternity,Techwood Drive NW,33.77761934,-84.39235007,1,
08/28/2021,1:17:33,8/28/2021,1:31:00,Liquor Law Violations,Prosecution Declined,NONCAM,Z1,Theta Chi Fraternity,Techwood Drive NW,33.77761934,-84.39235007,1,
08/28/2021,3:47:10,8/28/2021,7:47:00,Trespass of Real Property,Not Applicable,ONCAMRES,Z1,Kappa Alpha Theta Sorority,Fifth Street NW,33.777097,-84.391629,1,
08/28/2021,3:47:10,8/28/2021,7:47:00,Drug/Narcotic Violations,Not Applicable,ONCAMRES,Z1,Kappa Alpha Theta Sorority,Fifth Street NW,33.777097,-84.391629,1,
08/28/2021,3:47:10,8/28/2021,7:47:00,Weapon Law Violations,Not Applicable,ONCAMRES,Z1,Kappa Alpha Theta Sorority,Fifth Street NW,33.777097,-84.391629,1,
08/28/2021,3:47:10,8/28/2021,7:47:00,All Other Larceny,Not Applicable,ONCAMRES,Z1,Kappa Alpha Theta Sorority,Fifth Street NW,33.777097,-84.391629,1,
08/28/2021,4:19:23,8/28/2021,4:45:00,,Not Applicable,ONCAM,Z3,Skiles Classroom Building,Cherry Street  NW,,,1,
08/28/2021,11:22:00,8/28/2021,11:25:00,,Not Applicable,ONCAM,Z4,,,,,1,
08/28/2021,11:22:00,8/28/2021,11:25:00,,Not Applicable,ONCAM,Z4,,,,,1,
08/29/2021,3:04:07,8/29/2021,3:30:00,Liquor Law Violations,Prosecution Declined,ONCAM,Z4,Hefner Residence Hall,Eighth Street  NW,,,1,
08/29/2021,3:04:07,8/29/2021,3:30:00,,Prosecution Declined,ONCAM,Z4,Hefner Residence Hall,Eighth Street  NW,,,1,
10/23/2021,21:43:57,10/23/2021,22:51:00,,Prosecution Declined,ONCAMRES,Z2,NAA East  191  Z2,North Avenue NW,33.76952,-84.39097,1,
10/23/2021,23:41:01,10/24/2021,0:44:00,Liquor Law Violations,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street  NW,,,1,
10/23/2021,23:41:01,10/24/2021,0:44:00,,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street  NW,,,1,
10/23/2021,23:41:01,10/24/2021,0:44:00,,Prosecution Declined,ONCAMRES,Z4,Woodruff Residence Hall,Curran Street  NW,,,1,
10/21/2021,22:00:00,10/21/2021,22:30:00,,,ONCAM,Z4,Campus Recreation Center   160   Z4,Ferst Drive NW,33.77546401,-84.40349901,1,
10/30/2021,14:40:00,10/30/2021,20:10:00,,,NONCAM,Z1,,,33.77668,-84.38863,1,
10/30/2021,14:45:00,10/30/2021,16:47:00,Theft From Building,Not Applicable,ONCAM,Z2,Bobby Dodd Stadium,North Aveneue NW,,,1,
10/30/2021,14:45:00,10/30/2021,16:47:00,Credit Card/Automatic Teller Machine Fraud,Not Applicable,ONCAM,Z2,Bobby Dodd Stadium,North Aveneue NW,,,1,
11/01/2021,16:22:00,11/4/2021,0:55:00,,Not Applicable,ONCAM,Z2,Brittain Dining Hall,Techwood Drive NW,33.77244627,-84.39130325,1,
11/05/2021,19:56:10,11/5/2021,21:01:00,,Not Applicable,ONCAM,Z2,,Fowler Street NW,,,1,
11/05/2021,19:00:00,11/6/2021,17:50:00,,Not Applicable,ONCAM,Z2,Christian Campus Fellowship,Techwood Drive NW,,,1,
11/09/2021,20:21:27,11/9/2021,21:25:00,,Not Applicable,ONCAMRES,Z2,Field Residence Hall,Techwood Drive NW,,,1,
11/10/2021,15:02:31,11/10/2021,15:48:00,,Not Applicable,ONCAMRES,Z4,Crecine Residence Hall,Hemphill Avenue NW,,,1,
11/12/2021,0:14:34,11/12/2021,0:14:00,,Not Applicable,ONCAM,Z2,Clough Building,Fourth Street NW,33.77279729,-84.39162219,1,
11/02/2021,15:22:52,,,,,,,Georgia Tech Police Department   211   Z1,Hemphill Avenue NW,33.781162,-84.403603,1,
11/03/2021,7:40:00,11/3/2021,7:44:00,,Not Applicable,NONCAM,Z1,,Tenth St,33.780988,-84.397385,1,
08/01/2021,15:57:24,11/1/2021,17:00:00,All Other Offenses,Prosecution Declined,ONCAM,Z1,Georgia Institute of Technology,Northl Avenue NW,33.781162,-84.403603,1,
11/03/2021,9:30:00,11/3/2021,11:00:00,,Not Applicable,ONCAM,Z3,Area 4 Visitor Parking Lot,Ferst Drive @ State Street NW,,,1,
11/02/2021,10:00:00,11/4/2021,10:00:00,,,ONCAM,Z1,,Hemphill Avenue,,,2,
11/05/2021,16:44:00,11/5/2021,17:16:00,,Not Applicable,NONCLERY,Z4,Quick Trip Gas Station,Tenth Street  NW,,,1,
11/04/2021,17:00:00,11/5/2021,19:32:00,,,ONCAM,Z2,Library East Tower (Crosland)   100   Z2,Cherry Street NW,33.77447174,-84.39492617,1,
11/08/2021,6:45:00,11/8/2021,19:40:00,,,ONCAM,Z2,,Cherry Street & Bobby Dodd Way NW,,,1,
